word,phonemes
STRING,S T R IH NG
LAWSUIT,L AO S UW T
LATTER,L AE T ER
CUTE,K Y UW T
RESTORE,R IH S T AO R
BUDDY,B AH D IY
PSYCHOLOGICAL,S AY K AH L AA JH IH K AH L
INTENSE,IH N T EH N S
FRIENDLY,F R EH N D L IY
LANE,L EY N
HUNGRY,HH AH NG G R IY
BEAN,B IY N
SAUCE,S AO S
DOMINATE,D AA M AH N EY T
TESTING,T EH S T IH NG
TRICK,T R IH K
ABSENCE,AE B S AH N S
OFFENSIVE,AH F EH N S IH V
SYMBOL,S IH M B AH L
DETECT,D IH T EH K T
TABLESPOON,T EY B AH L S P UW N
HMM,HH AH M
APPROVAL,AH P R UW V AH L
AIDS,EY D Z
DEFENSIVE,D IH F EH N S IH V
INDEPENDENCE,IH N D IH P EH N D AH N S
APOLOGIZE,AH P AA L AH JH AY Z
ASIAN,EY ZH AH N
ROSE,R OW Z
GHOST,G OW S T
INVOLVEMENT,IH N V AA L V M AH N T
PERMANENT,P ER M AA N EH N T
MOUSE,M AW S
AIRLINE,EH R L AY N
FOUNDER,F AW N D ER
OBJECTIVE,AH B JH EH K T IH V
PHENOMENON,F AH N AA M AH N AA N
EXACT,IH G Z AE K T
SILVER,S IH L V ER
CENT,S EH N T
UNIVERSAL,Y UW N AH V ER S AH L
TEENAGER,T IY N EY JH ER
CRUCIAL,K R UW SH AH L
VIEWER,V Y UW ER
RIDICULOUS,R IH D IH K Y AH L AH S
CHOCOLATE,CH AO K L AH T
GRANDMOTHER,G R AE N D M AH DH ER
MISSILE,M IH S AH L
ROUGHLY,R AH F L IY
CONSTITUTIONAL,K AA N S T AH T UW SH AH N AH L
GENETIC,JH AH N EH T IH K
SWING,S W IH NG
ULTIMATE,AH L T AH M AH T
MANUFACTURER,M AE N Y AH F AE K CH ER ER
UNKNOWN,AH N N OW N
WIPE,W AY P
CROP,K R AA P
SURVIVAL,S ER V AY V AH L
DIMENSION,D IH M EH N SH AH N
DARKNESS,D AA R K N AH S
GUARANTEE,G EH R AH N T IY
HISTORIC,HH IH S T AO R IH K
ROUGH,R AH F
PERSONNEL,P ER S AH N EH L
CONFRONT,K AH N F R AH N T
TERRORIST,T EH R AH R IH S T
ROYAL,R OY AH L
OCCUPY,AA K Y AH P AY
EMPHASIS,EH M F AH S IH S
WET,W EH T
DESTRUCTION,D IH S T R AH K SH AH N
RAW,R AA
INNER,IH N ER
VIOLATE,V AY AH L EY T
CHART,CH AA R T
PACE,P EY S
CHAMPION,CH AE M P IY AH N
SNAP,S N AE P
INITIALLY,IH N IH SH AH L IY
ADVANCED,AH D V AE N S T
UNLIKELY,AH N L AY K L IY
LABEL,L EY B AH L
HORRIBLE,HH AO R AH B AH L
BURDEN,B ER D AH N
VIOLATION,V AY AH L EY SH AH N
UNLIKE,AH N L AY K
IDIOT,IH D IY AH T
LIFETIME,L AY F T AY M
WORKING,W ER K IH NG
REACT,R IY AE K T
ROUTINE,R UW T IY N
PRESENTATION,P R EH Z AH N T EY SH AH N
GEAR,G IH R
MEXICAN,M EH K S AH K AH N
STADIUM,S T EY D IY AH M
CLINIC,K L IH N IH K
SPIN,S P IH N
COALITION,K OW AH L IH SH AH N
HOPEFULLY,HH OW P F AH L IY
MENU,M EH N Y UW
SMOOTH,S M UW DH
ADVERTISING,AE D V ER T AY Z IH NG
INTERPRET,IH N T ER P R AH T
DISMISS,D IH S M IH S
APPARENT,AH P EH R AH N T
ARRANGEMENT,ER EY N JH M AH N T
INCORPORATE,IH N K AO R P ER EY T
SPLIT,S P L IH T
BRILLIANT,B R IH L Y AH N T
FRAMEWORK,F R EY M W ER K
CHASE,CH EY S
SIGH,S AY
ASSURE,AH SH UH R
UTILITY,Y UW T IH L AH T IY
AGGRESSIVE,AH G R EH S IH V
COOKIE,K UH K IY
TERROR,T EH R ER
WEALTHY,W EH L TH IY
FORUM,F AO R AH M
ALLIANCE,AH L AY AH N S
POSSESS,P AH Z EH S
EMPIRE,EH M P AY ER
CURIOUS,K Y UH R IY AH S
CORN,K AO R N
CALCULATE,K AE L K Y AH L EY T
HURRY,HH ER IY
TESTIMONY,T EH S T IH M OW N IY
STAKE,S T EY K
BITE,B AY T
SUBSTANTIAL,S AH B S T AE N SH AH L
DEPENDING,D IH P EH N D IH NG
GLANCE,G L AE N S
CONCENTRATION,K AA N S AH N T R EY SH AH N
DEVELOPER,D IH V EH L AH P ER
FOUND,F AW N D
BALLOT,B AE L AH T
CONSUME,K AH N S UW M
OVERCOME,OW V ER K AH M
BIOLOGICAL,B AY AH L AA JH IH K AH L
CHAMBER,CH EY M B ER
SIMILARLY,S IH M AH L ER L IY
DARE,D EH R
DEVELOPING,D IH V EH L AH P IH NG
TIGER,T AY G ER
RATIO,R EY SH IY OW
LOVER,L AH V ER
OCCASIONALLY,AO K EY ZH AH N AH L IY
UNEMPLOYMENT,AH N IH M P L OY M AH N T
PET,P EH T
AWFUL,AO F AH L
LABORATORY,L AE B R AH T AO R IY
ADMINISTRATOR,AH D M IH N IH S T R EY T ER
QUARTERBACK,K W AO R T ER B AE K
ROCKET,R AA K AH T
PREPARATION,P R EH P ER EY SH AH N
RELATIVE,R EH L AH T IH V
CONFIDENT,K AA N F AH D AH N T
STRATEGIC,S T R AH T IY JH IH K
MARINE,M ER IY N
PUBLISHER,P AH B L IH SH ER
HIGHLIGHT,HH AY L AY T
NUT,N AH T
FIGHTER,F AY T ER
RANK,R AE NG K
ELECTRICITY,IH L EH K T R IH S AH T IY
INSTANCE,IH N S T AH N S
FREEZE,F R IY Z
VARIATION,V EH R IY EY SH AH N
ARMED,AA R M D
LAUGHTER,L AE F T ER
WISDOM,W IH Z D AH M
CORRESPONDENT,K AO R AH S P AA N D AH N T
MIXTURE,M IH K S CH ER
ASSISTANT,AH S IH S T AH N T
TESTIFY,T EH S T IH F AY
INGREDIENT,IH N G R IY D IY AH N T
GALAXY,G AE L AH K S IY
QUALIFY,K W AA L AH F AY
SCHEME,S K IY M
SHAME,SH EY M
CONCENTRATE,K AA N S AH N T R EY T
CHEF,SH EH F
REGULARLY,R EH G Y AH L ER L IY
UGLY,AH G L IY
SCREW,S K R UW
TONGUE,T AH NG
PALESTINIAN,P AE L IH S T IH N IY AH N
FISCAL,F IH S K AH L
CREEK,K R IY K
HIP,HH IH P
ACCOMPANY,AH K AH M P AH N IY
TERRORISM,T EH R AH R IH Z AH M
RESPONDENT,R IH S P AA N D AH N T
NARRATOR,N EH R EY T ER
VOTING,V OW T IH NG
REFUGEE,R EH F Y UW JH IY
ASSEMBLY,AH S EH M B L IY
FRAUD,F R AO D
LIMITATION,L IH M IH T EY SH AH N
PARTNERSHIP,P AA R T N ER SH IH P
CRASH,K R AE SH
REPRESENTATION,R EH P R AH Z EH N T EY SH AH N
FLAT,F L AE T
WISE,W AY Z
REGISTER,R EH JH IH S T ER
COMEDY,K AA M AH D IY
TAP,T AE P
INFRASTRUCTURE,IH N F R AH S T R AH K CH ER
ORGANIC,AO R G AE N IH K
TIGHT,T AY T
PORT,P AO R T
FATE,F EY T
ABSOLUTE,AE B S AH L UW T
DIALOGUE,D AY AH L AO G
FREQUENCY,F R IY K W AH N S IY
TRIBE,T R AY B
EXTERNAL,IH K S T ER N AH L
APPOINTMENT,AH P OY N T M AH N T
MOBILE,M OW B AH L
ESTABLISHMENT,IH S T AE B L IH SH M AH N T
WORRIED,W ER IY D
BYE,B AY
SHOPPING,SH AA P IH NG
CELEBRITY,S AH L EH B R IH T IY
CONGRESSMAN,K AA NG G R AH S M AH N
TAXPAYER,T AE K S P EY ER
ADAPT,AH D AE P T
PUBLICLY,P AH B L IH K L IY
PRIDE,P R AY D
CLOTHING,K L OW DH IH NG
RAPIDLY,R AE P AH D L IY
DOMAIN,D OW M EY N
MAINLY,M EY N L IY
CEILING,S IY L IH NG
ALTER,AO L T ER
SHELTER,SH EH L T ER
RANDOM,R AE N D AH M
OBLIGATION,AA B L AH G EY SH AH N
SHOWER,SH AW ER
BEG,B EH G
ASLEEP,AH S L IY P
MUSICIAN,M Y UW Z IH SH AH N
DIRT,D ER T
PC,P IY S IY
BELL,B EH L
CEREMONY,S EH R AH M OW N IY
CLUE,K L UW
GUIDELINE,G AY D L AY N
COMFORT,K AH M F ER T
PREGNANCY,P R EH G N AH N S IY
BORROW,B AA R OW
CONVENTIONAL,K AH N V EH N SH AH N AH L
CUSTOM,K AH S T AH M
CHEEK,CH IY K
TOURNAMENT,T UH R N AH M AH N T
SATELLITE,S AE T AH L AY T
NEARBY,N IH R B AY
COMPREHENSIVE,K AA M P R IY HH EH N S IH V
STABLE,S T EY B AH L
MEDICATION,M EH D AH K EY SH AH N
SCRIPT,S K R IH P T
EFFICIENT,IH F IH SH AH N T
SCARE,S K EH R
PSYCHOLOGY,S AY K AA L AH JH IY
LOGIC,L AA JH IH K
NEVERTHELESS,N EH V ER DH AH L EH S
DEVIL,D EH V AH L
THIRTY,TH ER D IY
CHARITY,CH EH R IH T IY
IDEAL,AY D IY L
FRIENDSHIP,F R EH N D SH IH P
NET,N EH T
MOTIVATION,M OW T AH V EY SH AH N
OBSERVER,AH B Z ER V ER
SURVIVOR,S ER V AY V ER
FENCE,F EH N S
QUIETLY,K W AY AH T L IY
HUMOR,HH Y UW M ER
FUNERAL,F Y UW N ER AH L
SPOKESMAN,S P OW K S M AH N
EXTENSION,IH K S T EH N SH AH N
LOOSE,L UW S
SINK,S IH NG K
HISTORIAN,HH IH S T AO R IY AH N
CHEMICAL,K EH M IH K AH L
SINGER,S IH NG ER
DRUNK,D R AH NG K
SWIM,S W IH M
ONION,AH N Y AH N
SPECIALIST,S P EH SH AH L IH S T
MISSING,M IH S IH NG
PAN,P AE N
DISTRIBUTE,D IH S T R IH B Y UW T
SILLY,S IH L IY
DECK,D EH K
SHORTLY,SH AO R T L IY
PERMISSION,P ER M IH SH AH N
EVERYDAY,EH V R IY D EY
LIFESTYLE,L AY F S T AY L
SWEEP,S W IY P
NAKED,N EY K AH D
SUFFICIENT,S AH F IH SH AH N T
LION,L AY AH N
CAPABILITY,K EY P AH B IH L AH T IY
EMISSION,IH M IH SH AH N
SIDEBAR,S AY D B AA R
CRAP,K R AE P
DEALER,D IY L ER
MEASUREMENT,M EH ZH ER M AH N T
VITAL,V AY T AH L
IMPRESSIVE,IH M P R EH S IH V
BAKE,B EY K
FANTASTIC,F AE N T AE S T IH K
ADVISER,AE D V AY Z ER
YIELD,Y IY L D
MERE,M IH R
IMAGINATION,IH M AE JH AH N EY SH AH N
RADICAL,R AE D IH K AH L
TRAGEDY,T R AE JH AH D IY
SCARY,S K EH R IY
CONSULTANT,K AH N S AH L T AH N T
LIEUTENANT,L UW T EH N AH N T
ATTRACTIVE,AH T R AE K T IH V
ACRE,EY K ER
DRAWING,D R AO IH NG
DEFEAT,D IH F IY T
NEWLY,N UW L IY
SCANDAL,S K AE N D AH L
AMBASSADOR,AE M B AE S AH D ER
OOH,UW
BENCH,B EH N CH
COUNTER,K AW N T ER
ODDS,AA D Z
RAT,R AE T
HORROR,HH AO R ER
VULNERABLE,V AH L N ER AH B AH L
PREVENTION,P R IY V EH N SH AH N
BAN,B AE N
TAIL,T EY L
CONSTITUTE,K AA N S T AH T UW T
BADLY,B AE D L IY
BLESS,B L EH S
LITERARY,L IH T ER EH R IY
MAGIC,M AE JH IH K
IMPLEMENTATION,IH M P L AH M EH N T EY SH AH N
LEGITIMATE,L AH JH IH T AH M AH T
SLIGHT,S L AY T
STRIP,S T R IH P
DISTANT,D IH S T AH N T
FEEDBACK,F IY D B AE K
ITALIAN,IH T AE L Y AH N
DETAILED,D IH T EY L D
BUYER,B AY ER
PROFESSION,P R AH F EH SH AH N
INCREDIBLY,IH N K R EH D AH B L IY
KILLING,K IH L IH NG
SUE,S UW
PHOTOGRAPHER,F AH T AA G R AH F ER
RUNNING,R AH N IH NG
ENGAGEMENT,EH N G EY JH M AH N T
DIFFER,D IH F ER
PITCH,P IH CH
EXTENSIVE,IH K S T EH N S IH V
SALAD,S AE L AH D
STAIR,S T EH R
GRACE,G R EY S
DIVORCE,D IH V AO R S
VESSEL,V EH S AH L
PIG,P IH G
ASSIGNMENT,AH S AY N M AH N T
DISTINCTION,D IH S T IH NG K SH AH N
CIRCUIT,S ER K AH T
ACID,AE S AH D
CANADIAN,K AH N EY D IY AH N
FLEE,F L IY
EFFICIENCY,IH F IH SH AH N S IY
MEMORIAL,M AH M AO R IY AH L
PROPOSED,P R AH P OW Z D
PUNISHMENT,P AH N IH SH M AH N T
PAUSE,P AO Z
PILL,P IH L
RUB,R AH B
ROMANTIC,R OW M AE N T IH K
MYTH,M IH TH
LATIN,L AE T AH N
DECENT,D IY S AH N T
CRAFT,K R AE F T
POETRY,P OW AH T R IY
THREAD,TH R EH D
WOODEN,W UH D AH N
CONFUSE,K AH N F Y UW Z
PRIVILEGE,P R IH V IH L IH JH
COAL,K OW L
FOOL,F UW L
COW,K AW
CHARACTERIZE,K EH R IH K T ER AY Z
PIE,P AY
LEGACY,L EH G AH S IY
FRANKLY,F R AE NG K L IY
CANCEL,K AE N S AH L
DERIVE,D ER AY V
DUMB,D AH M
SCOPE,S K OW P
FORMATION,F AO R M EY SH AH N
HENCE,HH EH N S
MARGIN,M AA R JH AH N
EXHIBITION,EH K S AH B IH SH AH N
LEGISLATURE,L EH JH AH S L EY CH ER
FURTHERMORE,F ER DH ER M AO R
PORTRAIT,P AO R T R AH T
SUSTAIN,S AH S T EY N
UNIFORM,Y UW N AH F AO R M
PAINFUL,P EY N F AH L
LOUD,L AW D
MIRACLE,M IH R AH K AH L
HARM,HH AA R M
ZERO,Z IY R OW
TACTIC,T AE K T IH K
MASK,M AE S K
INFLATION,IH N F L EY SH AH N
HUNTING,HH AH N T IH NG
FLESH,F L EH SH
TEMPORARY,T EH M P ER EH R IY
NERVE,N ER V
LUNG,L AH NG
STEADY,S T EH D IY
HEADLINE,HH EH D L AY N
SUDDEN,S AH D AH N
SUCCESSFULLY,S AH K S EH S F AH L IY
DEFENDANT,D IH F EH N D AH N T
POLE,P OW L
ENTRANCE,EH N T R AH N S
AIRCRAFT,EH R K R AE F T
REPEATEDLY,R IH P IY T IH D L IY
HAPPINESS,HH AE P IY N AH S
CORRELATION,K AO R AH L EY SH AH N
PROPORTION,P R AH P AO R SH AH N
DISPUTE,D IH S P Y UW T
CANDY,K AE N D IY
COUNSELOR,K AW N S AH L ER
PILE,P AY L
EXPLOSION,IH K S P L OW ZH AH N
APPOINT,AH P OY N T
COUCH,K AW CH
COGNITIVE,K AA G N IH T IH V
FURNITURE,F ER N IH CH ER
GRATEFUL,G R EY T F AH L
COMMISSIONER,K AH M IH SH AH N ER
SHELF,SH EH L F
PHYSICS,F IH Z IH K S
GARAGE,G ER AA ZH
FLAVOR,F L EY V ER
SQUEEZE,S K W IY Z
PROMINENT,P R AA M AH N AH N T
FIFTY,F IH F T IY
FADE,F EY D
OVEN,AH V AH N
DISCRIMINATION,D IH S K R IH M AH N EY SH AH N
ALLEGATION,AE L AH G EY SH AH N
BOOM,B UW M
WEEKLY,W IY K L IY
LATELY,L EY T L IY
RESTRICTION,R IY S T R IH K SH AH N
DIAMOND,D AY M AH N D
CRACK,K R AE K
CONVICTION,K AH N V IH K SH AH N
HEEL,HH IY L
FAKE,F EY K
FAME,F EY M
SHINE,SH AY N
PLAYOFF,P L EY AO F
ACTRESS,AE K T R AH S
CHEAT,CH IY T
FORMAT,F AO R M AE T
CONTROVERSY,K AA N T R AH V ER S IY
AUTO,AO T OW
RIP,R IH P
SHADE,SH EY D
REGULATE,R EH G Y AH L EY T
METER,M IY T ER
OLYMPIC,OW L IH M P IH K
PIPE,P AY P
CELEBRATION,S EH L AH B R EY SH AH N
HANDFUL,HH AE N D F UH L
COPYRIGHT,K AA P IY R AY T
DEPENDENT,D IH P EH N D AH N T
SIGNATURE,S IH G N AH CH ER
BISHOP,B IH SH AH P
STRENGTHEN,S T R EH NG TH AH N
SOUP,S UW P
WHOEVER,HH UW EH V ER
ANNIVERSARY,AE N AH V ER S ER IY
PIZZA,P IY T S AH
ETHICS,EH TH IH K S
LEGEND,L EH JH AH N D
EAGLE,IY G AH L
SCHOLARSHIP,S K AA L ER SH IH P
MEMBERSHIP,M EH M B ER SH IH P
STANDING,S T AE N D IH NG
POSSESSION,P AH Z EH SH AH N
TREATY,T R IY T IY
PARTLY,P AA R T L IY
CONSCIOUSNESS,K AA N SH AH S N AH S
MANUFACTURING,M AE N Y AH F AE K CH ER IH NG
ANNOUNCEMENT,AH N AW N S M EH N T
TIRE,T AY ER
MAKEUP,M EY K AH P
PREDICTION,P R IY D IH K SH AH N
STABILITY,S T AH B IH L IH T IY
TRACE,T R EY S
NORM,N AO R M
IRISH,AY R IH SH
GENIUS,JH IY N Y AH S
GENTLY,JH EH N T L IY
OPERATOR,AA P ER EY T ER
MALL,M AO L
RUMOR,R UW M ER
POET,P OW AH T
TENDENCY,T EH N D AH N S IY
SUBSEQUENT,S AH B S AH K W AH N T
ALIEN,EY L IY AH N
EXPLODE,IH K S P L OW D
CONTROVERSIAL,K AA N T R AH V ER SH AH L
COURAGE,K ER IH JH
EXCEED,IH K S IY D
PRINCIPAL,P R IH N S AH P AH L
VACCINE,V AE K S IY N
IDENTIFICATION,AY D EH N T AH F AH K EY SH AH N
BULL,B UH L
LENS,L EH N Z
TWELVE,T W EH L V
MAINSTREAM,M EY N S T R IY M
PRESIDENCY,P R EH Z IH D AH N S IY
INTEGRITY,IH N T EH G R AH T IY
DISTINCT,D IH S T IH NG K T
INTELLIGENT,IH N T EH L AH JH AH N T
SECONDARY,S EH K AH N D EH R IY
BIAS,B AY AH S
HYPOTHESIS,HH AY P AA TH AH S AH S
NOMINATION,N AA M AH N EY SH AH N
DELAY,D IH L EY
ADJUSTMENT,AH JH AH S T M AH N T
SANCTION,S AE NG K SH AH N
RENDER,R EH N D ER
MUTUAL,M Y UW CH UW AH L
EXAMINATION,IH G Z AE M AH N EY SH AH N
MEANINGFUL,M IY N IH NG F AH L
COMMUNIST,K AA M Y AH N AH S T
SUPERIOR,S UW P IH R IY ER
CURRENCY,K ER AH N S IY
COLLECTIVE,K AH L EH K T IH V
FLAME,F L EY M
GUITAR,G IH T AA R
FLOAT,F L OW T
COMMERCE,K AA M ER S
INVENT,IH N V EH N T
PLAIN,P L EY N
RESPECTIVELY,R IH S P EH K T IH V L IY
GLOVE,G L AH V
TILL,T IH L
EDIT,EH D AH T
JAZZ,JH AE Z
INFANT,IH N F AH N T
SUMMARY,S AH M ER IY
SERVER,S ER V ER
LEATHER,L EH DH ER
RADIATION,R EY D IY EY SH AH N
PROMPT,P R AA M P T
COMPOSITION,K AA M P AH Z IH SH AH N
ASSERT,AH S ER T
DISCOURSE,D IH S K AO R S
DUMP,D AH M P
WILDLIFE,W AY L D L AY F
SOCCER,S AA K ER
MANDATE,M AE N D EY T
DOWNTOWN,D AW N T AW N
NIGHTMARE,N AY T M EH R
HOMELESS,HH OW M L AH S
GLOBE,G L OW B
UNCOMFORTABLE,AH N K AH M F ER T AH B AH L
EXECUTE,EH K S AH K Y UW T
TRAP,T R AE P
GESTURE,JH EH S CH ER
PALE,P EY L
TENT,T EH N T
HORIZON,HH ER AY Z AH N
DIAGNOSIS,D AY AH G N OW S AH S
CONSIDERABLE,K AH N S IH D ER AH B AH L
FIGHTING,F AY T IH NG
STROKE,S T R OW K
WANDER,W AA N D ER
DUCK,D AH K
GRAIN,G R EY N
BEAST,B IY S T
FABRIC,F AE B R IH K
CIVILIZATION,S IH V AH L IH Z EY SH AH N
CORRUPTION,K ER AH P SH AH N
COLLAPSE,K AH L AE P S
MA'AM,M AE M
GREATLY,G R EY T L IY
WORKSHOP,W ER K SH AA P
CD,S IY D IY
ADMIRE,AE D M AY R
EXCLUDE,IH K S K L UW D
RIFLE,R AY F AH L
CLOSET,K L AA Z AH T
CURVE,K ER V
PATCH,P AE CH
TOUCHDOWN,T AH CH D AW N
EXPERIMENTAL,IH K S P EH R IH M EH N T AH L
EARNINGS,ER N IH NG Z
HUNTER,HH AH N T ER
TUNNEL,T AH N AH L
BEHAVE,B IH HH EY V
RENT,R EH N T
MOTIVATE,M OW T AH V EY T
ATTRIBUTE,AH T R IH B Y UW T
ELDERLY,EH L D ER L IY
VIRTUAL,V ER CH UW AH L
MINIMUM,M IH N AH M AH M
WEAKNESS,W IY K N AH S
PROGRESSIVE,P R AH G R EH S IH V
DOC,D AA K
MEDIUM,M IY D IY AH M
VIRTUE,V ER CH UW
OUNCE,AW N S
ATHLETIC,AE TH L EH T IH K
CONFUSION,K AH N F Y UW ZH AH N
LEGISLATIVE,L EH JH AH S L EY T IH V
FACILITATE,F AH S IH L AH T EY T
MIDNIGHT,M IH D N AY T
DEER,D IH R
UNDERGO,AH N D ER G OW
SWORD,S AO R D
TELESCOPE,T EH L AH S K OW P
DONATE,D OW N EY T
BLADE,B L EY D
TOE,T OW
AGRICULTURE,AE G R IH K AH L CH ER
ENFORCE,EH N F AO R S
DOSE,D OW S
CONCERNING,K AH N S ER N IH NG
PRESCRIPTION,P R AH S K R IH P SH AH N
RETAIL,R IY T EY L
ADOPTION,AH D AA P SH AH N
MONTHLY,M AH N TH L IY
DEADLY,D EH D L IY
GRAVE,G R EY V
ROPE,R OW P
TRANSACTION,T R AE N Z AE K SH AH N
LAWN,L AO N
CONSISTENTLY,K AH N S IH S T AH N T L IY
MOUNT,M AW N T
BUBBLE,B AH B AH L
BRIEFLY,B R IY F L IY
ABSORB,AH B Z AO R B
PRINCESS,P R IH N S EH S
LOG,L AO G
KINGDOM,K IH NG D AH M
ANTICIPATE,AE N T IH S AH P EY T
BUG,B AH G
DEDICATE,D EH D AH K EY T
NOMINEE,N AA M AH N IY
TRANSFORMATION,T R AE N S F ER M EY SH AH N
TEMPLE,T EH M P AH L
ARRIVAL,ER AY V AH L
FRUSTRATION,F R AH S T R EY SH AH N
CHANGING,CH EY N JH IH NG
DEMONSTRATION,D EH M AH N S T R EY SH AH N
POLLUTION,P AH L UW SH AH N
POSTER,P OW S T ER
NAIL,N EY L
NONPROFIT,N AA N P R AA F AH T
GUIDANCE,G AY D AH N S
EXHIBIT,IH G Z IH B IH T
PEN,P EH N
INTERRUPT,IH N T ER AH P T
LEMON,L EH M AH N
DOMINANT,D AA M AH N AH N T
INVASION,IH N V EY ZH AH N
REPLACEMENT,R IH P L EY S M AH N T
PORTRAY,P AO R T R EY
HUNT,HH AH N T
DISTINGUISH,D IH S T IH NG G W IH SH
MELT,M EH L T
CONSENSUS,K AH N S EH N S AH S
HARDWARE,HH AA R D W EH R
RAIL,R EY L
MATE,M EY T
KOREAN,K AO R IY AH N
CABIN,K AE B AH N
DINING,D AY N IH NG
SNAKE,S N EY K
TOBACCO,T AH B AE K OW
ORIENTATION,AO R IY EH N T EY SH AH N
TRIGGER,T R IH G ER
SEIZE,S IY Z
PUNISH,P AH N IH SH
SEXY,S EH K S IY
DEPICT,D IH P IH K T
INPUT,IH N P UH T
SEEMINGLY,S IY M IH NG L IY
WIDESPREAD,W AY D S P R EH D
FLIP,F L IH P
FRESHMAN,F R EH SH M AH N
DONATION,D OW N EY SH AH N
ADMINISTRATIVE,AH D M IH N IH S T R EY T IH V
DONOR,D OW N ER
OVERLOOK,OW V ER L UH K
TOILET,T OY L AH T
PLEASED,P L IY Z D
IDEOLOGY,AY D IY AA L AH JH IY
GLORY,G L AO R IY
MAXIMUM,M AE K S AH M AH M
ORGAN,AO R G AH N
SKIP,S K IH P
STARTING,S T AA R T IH NG
BRUSH,B R AH SH
BRICK,B R IH K
GUT,G AH T
RESERVATION,R EH Z ER V EY SH AH N
OAK,OW K
VALID,V AE L IH D
INSTRUCTOR,IH N S T R AH K T ER
RESCUE,R EH S K Y UW
RACISM,R EY S IH Z AH M
PENSION,P EH N SH AH N
DIABETES,D AY AH B IY T IY Z
CLUSTER,K L AH S T ER
EAGER,IY G ER
MARIJUANA,M EH R AH W AA N AH
PRAISE,P R EY Z
SIXTH,S IH K S TH
INSPIRATION,IH N S P ER EY SH AH N
COOKING,K UH K IH NG
CONSPIRACY,K AH N S P IH R AH S IY
TRAIT,T R EY T
VAN,V AE N
INSTITUTIONAL,IH N S T IH T UW SH AH N AH L
GARLIC,G AA R L IH K
DRINKING,D R IH NG K IH NG
CRYSTAL,K R IH S T AH L
PRO,P R OW
HELICOPTER,HH EH L IH K AA P T ER
COUNSEL,K AW N S AH L
EQUATION,IH K W EY ZH AH N
ROMAN,R OW M AH N
TIMING,T AY M IH NG
POPE,P OW P
OPERA,AA P R AH
ETHICAL,EH TH IH K AH L
INDICATION,IH N D AH K EY SH AH N
MOTIVE,M OW T IH V
PORCH,P AO R CH
REINFORCE,R IY IH N F AO R S
GAZE,G EY Z
LAP,L AE P
WRITTEN,R IH T AH N
STARTER,S T AA R T ER
INJURE,IH N JH ER
CHRONIC,K R AA N IH K
CONTINUED,K AH N T IH N Y UW D
EXCLUSIVE,IH K S K L UW S IH V
COLONEL,K ER N AH L
BEEF,B IY F
ABROAD,AH B R AO D
THANKSGIVING,TH AE NG K S G IH V IH NG
INTENSITY,IH N T EH N S IH T IY
CAVE,K EY V
BASEMENT,B EY S M AH N T
FASCINATING,F AE S AH N EY T IH NG
ILLUSTRATION,IH L AH S T R EY SH AH N
ESSENCE,EH S AH N S
CONTAINER,K AH N T EY N ER
DRIVING,D R AY V IH NG
DYNAMIC,D AY N AE M IH K
GYM,JH IH M
BAT,B AE T
PLEAD,P L IY D
UNCERTAINTY,AH N S ER T AH N T IY
OWNERSHIP,OW N ER SH IH P
OFFICIALLY,AH F IH SH AH L IY
TAG,T AE G
STEM,S T EH M
FLOOD,F L AH D
GUILT,G IH L T
ALARM,AH L AA R M
TURKEY,T ER K IY
DIAGNOSE,D AY AH G N OW S
PRECIOUS,P R EH SH AH S
INITIATE,IH N IH SH IY EY T
FITNESS,F IH T N AH S
RESTRICT,R IY S T R IH K T
GULF,G AH L F
MOMMY,M AA M IY
UNEXPECTED,AH N IH K S P EH K T IH D
SHRUG,SH R AH G
AGRICULTURAL,AE G R IH K AH L CH ER AH L
SACRIFICE,S AE K R AH F AY S
SPECTRUM,S P EH K T R AH M
DRAGON,D R AE G AH N
BACTERIA,B AE K T IH R IY AH
SHORE,SH AO R
PASTOR,P AE S T ER
CLIFF,K L IH F
TACKLE,T AE K AH L
OCCUPATION,AA K Y AH P EY SH AH N
COMPOSE,K AH M P OW Z
SLICE,S L AY S
BRAVE,B R EY V
STIMULUS,S T IH M Y AH L AH S
PATENT,P AE T AH N T
POWDER,P AW D ER
HARSH,HH AA R SH
CHAOS,K EY AA S
KIT,K IH T
LEND,L EH N D
CORRECTLY,K ER EH K T L IY
GOVERN,G AH V ER N
MODEST,M AA D AH S T
SHARED,SH EH R D
PSYCHOLOGIST,S AY K AA L AH JH AH S T
SERVANT,S ER V AH N T
ELEVATOR,EH L AH V EY T ER
HISPANIC,HH IH S P AE N IH K
DIVINE,D IH V AY N
BUTT,B AH T
COMMONLY,K AA M AH N L IY
COWBOY,K AW B OY
EASE,IY Z
INTENT,IH N T EH N T
RHYTHM,R IH DH AH M
NONETHELESS,N AH N DH AH L EH S
LONELY,L OW N L IY
STATISTICAL,S T AH T IH S T IH K AH L
LONGTIME,L AO NG T AY M
STRAIN,S T R EY N
GARBAGE,G AA R B IH JH
DEVOTE,D IH V OW T
VENTURE,V EH N CH ER
AIDE,EY D
SUBTLE,S AH T AH L
ROD,R AA D
CIVILIAN,S AH V IH L Y AH N
T-SHIRT,T IY S ER T
BASKET,B AE S K AH T
STRICT,S T R IH K T
LOSER,L UW Z ER
FRANCHISE,F R AE N CH AY Z
SAINT,S EY N T
PROSECUTION,P R AA S AH K Y UW SH AH N
