word,phonemes
ILLNESS,IH L N AH S
TRADE,T R EY D
VOLUNTEER,V AA L AH N T IH R
MINE,M AY N
OPPOSITE,AA P AH Z IH T
AWESOME,AO S AH M
SWITCH,S W IH CH
BLACK,B L AE K
IRON,AY ER N
PERCEIVE,P ER S IY V
PHRASE,F R EY Z
ASSUMPTION,AH S AH M P SH AH N
SAND,S AE N D
DESIGNER,D IH Z AY N ER
PLANNING,P L AE N IH NG
LEADING,L IY D IH NG
MODE,M OW D
TRACK,T R AE K
WIDELY,W AY D L IY
OCCASION,AH K EY ZH AH N
POSE,P OW Z
APPROXIMATELY,AH P R AA K S AH M AH T L IY
ELSEWHERE,EH L S W EH R
CAP,K AE P
SECURE,S IH K Y UH R
ATTACH,AH T AE CH
MECHANISM,M EH K AH N IH Z AH M
INTENTION,IH N T EH N CH AH N
SCENARIO,S IH N EH R IY OW
YELL,Y EH L
INCREDIBLE,IH N K R EH D AH B AH L
SPANISH,S P AE N IH SH
STRONGLY,S T R AO NG L IY
RACIAL,R EY SH AH L
TRANSPORTATION,T R AE N S P ER T EY SH AH N
POT,P AA T
BOYFRIEND,B OY F R EH N D
CONSIDERATION,K AH N S IH D ER EY SH AH N
PRIOR,P R AY ER
RARELY,R EH R L IY
JOINT,JH OY N T
DOUBT,D AW T
CIGARETTE,S IH G AH R EH T
FACTORY,F AE K T ER IY
CLIP,K L IH P
ELECTRIC,IH L EH K T R IH K
GIANT,JH AY AH N T
SLAVE,S L EY V
SUBMIT,S AH B M IH T
MONITOR,M AA N AH T ER
WONDER,W AH N D ER
RESOLVE,R IY Z AA L V
PARTICIPATION,P AA R T IH S AH P EY SH AH N
STREAM,S T R IY M
RID,R IH D
ORIGIN,AO R AH JH AH N
TEEN,T IY N
CONGRESSIONAL,K AH N G R EH SH AH N AH L
BIND,B AY N D
COAT,K OW T
TOWER,T AW ER
LICENSE,L AY S AH N S
TWITTER,T W IH T ER
IMPOSE,IH M P OW Z
INNOCENT,IH N AH S AH N T
CURRICULUM,K ER IH K Y AH L AH M
MAIL,M EY L
INSIGHT,IH N S AY T
INVESTIGATOR,IH N V EH S T AH G EY T ER
VIRUS,V AY R AH S
ACCURATE,AE K Y ER AH T
PROVISION,P R AH V IH ZH AH N
STRIKE,S T R AY K
COMMUNICATE,K AH M Y UW N AH K EY T
CROSS,K R AO S
VARY,V EH R IY
INCREASING,IH N K R IY S IH NG
GREEN,G R IY N
EQUALLY,IY K W AH L IY
PAY,P EY
LIGHT,L AY T
IMPLICATION,IH M P L AH K EY SH AH N
FICTION,F IH K SH AH N
MAMA,M AA M AH
IMPLY,IH M P L AY
TWIN,T W IH N
PANT,P AE N T
ANOTHER,AH N AH DH ER
AHEAD,AH HH EH D
BEND,B EH N D
SHOCK,SH AA K
EXERCISE,EH K S ER S AY Z
CRITERIA,K R AY T IH R IY AH
DIRTY,D ER T IY
RING,R IH NG
TOY,T OY
POTENTIALLY,P AH T EH N SH AH L IY
ASSAULT,AH S AO L T
PEAK,P IY K
ANGER,AE NG G ER
BOOT,B UW T
DRAMATIC,D R AH M AE T IH K
PEER,P IH R
ENHANCE,EH N HH AE N S
MATH,M AE TH
SLIDE,S L AY D
FAVOR,F EY V ER
PINK,P IH NG K
DUST,D AH S T
LOST,L AO S T
PROSPECT,P R AA S P EH K T
MOOD,M UW D
SETTLEMENT,S EH T AH L M AH N T
JUSTIFY,JH AH S T AH F AY
DEPTH,D EH P TH
JUICE,JH UW S
FORMAL,F AO R M AH L
GALLERY,G AE L ER IY
TENSION,T EH N SH AH N
THROAT,TH R OW T
DRAFT,D R AE F T
REPUTATION,R EH P Y AH T EY SH AH N
INDEX,IH N D EH K S
MESS,M EH S
JOY,JH OY
STEEL,S T IY L
MOTOR,M OW T ER
SALARY,S AE L ER IY
MOREOVER,M AO R OW V ER
GIANT,JH AY AH N T
COUSIN,K AH Z AH N
ORDINARY,AO R D AH N EH R IY
DOZEN,D AH Z AH N
SO-CALLED,S OW K AO L D
HELPFUL,HH EH L P F AH L
LOVELY,L AH V L IY
FISHING,F IH SH IH NG
ANXIETY,AE NG Z AY AH T IY
PROFESSIONAL,P R AH F EH SH AH N AH L
CARBON,K AA R B AH N
ISLAMIC,IH Z L AA M IH K
HONOR,AA N ER
DRAMA,D R AA M AH
ODD,AA D
EVIL,IY V AH L
STRANGER,S T R EY N JH ER
BELT,B EH L T
URGE,ER JH
TOSS,T AO S
FORMULA,F AO R M Y AH L AH
POTATO,P AH T EY T OW
MONSTER,M AA N S T ER
SMOKE,S M OW K
TELEPHONE,T EH L AH F OW N
RAPE,R EY P
JET,JH EH T
NAVY,N EY V IY
PLOT,P L AA T
ANGLE,AE NG G AH L
CRITICIZE,K R IH T IH S AY Z
DISCIPLINE,D IH S AH P L AH N
NEGOTIATION,N IH G OW SH IY EY SH AH N
DAMN,D AE M
BUTTER,B AH T ER
COMPLICATED,K AA M P L AH K EY T AH D
PRIZE,P R AY Z
BLIND,B L AY N D
ASSIGN,AH S AY N
BULLET,B UH L AH T
AWARENESS,AH W EH R N AH S
SEQUENCE,S IY K W AH N S
ILLUSTRATE,IH L AH S T R EY T
PACK,P AE K
PROVIDER,P R AH V AY D ER
FUCKING,F AH K IH NG
MINOR,M AY N ER
ACTIVIST,AE K T IH V IH S T
POEM,P OW AH M
VACATION,V EY K EY SH AH N
WEIGH,W EY
GANG,G AE NG
PRIVACY,P R AY V AH S IY
CLOCK,K L AA K
ARRANGE,ER EY N JH
PENALTY,P EH N AH L T IY
STOMACH,S T AH M AH K
STATISTICS,S T AH T IH S T IH K S
ELECTRONIC,IH L EH K T R AA N IH K
PROPERLY,P R AA P ER L IY
BUREAU,B Y UH R OW
WOLF,W UH L F
CLASSIC,K L AE S IH K
RECOMMENDATION,R EH K AH M AH N D EY SH AH N
EXCITING,IH K S AY T IH NG
MAKER,M EY K ER
DEAR,D IH R
IMPRESSION,IH M P R EH SH AH N
BROKEN,B R OW K AH N
BATTERY,B AE T ER IY
ARISE,ER AY Z
KID,K IH D
SAKE,S EY K
DELIVERY,D IH L IH V ER IY
VISIBLE,V IH Z AH B AH L
HEAVILY,HH EH V AH L IY
JUNIOR,JH UW N Y ER
STRING,S T R IH NG
LAWSUIT,L AO S UW T
LATTER,L AE T ER
CUTE,K Y UW T
RESTORE,R IH S T AO R
BUDDY,B AH D IY
PSYCHOLOGICAL,S AY K AH L AA JH IH K AH L
INTENSE,IH N T EH N S
FRIENDLY,F R EH N D L IY
EVIL,IY V AH L
LANE,L EY N
HUNGRY,HH AH NG G R IY
BEAN,B IY N
SAUCE,S AO S
PRINT,P R IH N T
DOMINATE,D AA M AH N EY T
TESTING,T EH S T IH NG
TRICK,T R IH K
ABSENCE,AE B S AH N S
OFFENSIVE,AH F EH N S IH V
SYMBOL,S IH M B AH L
DETECT,D IH T EH K T
TABLESPOON,T EY B AH L S P UW N
HMM,HH AH M
ARREST,ER EH S T
APPROVAL,AH P R UW V AH L
AIDS,EY D Z
DEFENSIVE,D IH F EH N S IH V
INDEPENDENCE,IH N D IH P EH N D AH N S
APOLOGIZE,AH P AA L AH JH AY Z
ASIAN,EY ZH AH N
ROSE,R OW Z
GHOST,G OW S T
INVOLVEMENT,IH N V AA L V M AH N T
PERMANENT,P ER M AA N EH N T
MOUSE,M AW S
AIRLINE,EH R L AY N
FOUNDER,F AW N D ER
OBJECTIVE,AH B JH EH K T IH V
ALTERNATIVE,AO L T ER N AH T IH V
PHENOMENON,F AH N AA M AH N AA N
NOT,N AA T
EXACT,IH G Z AE K T
SILVER,S IH L V ER
CENT,S EH N T
UNIVERSAL,Y UW N AH V ER S AH L
TEENAGER,T IY N EY JH ER
CRUCIAL,K R UW SH AH L
VIEWER,V Y UW ER
RIDICULOUS,R IH D IH K Y AH L AH S
CHOCOLATE,CH AO K L AH T
BOTTOM,B AA T AH M
GRANDMOTHER,G R AE N D M AH DH ER
MISSILE,M IH S AH L
ROUGHLY,R AH F L IY
CONSTITUTIONAL,K AA N S T AH T UW SH AH N AH L
GENETIC,JH AH N EH T IH K
ADVANCE,AH D V AE N S
SWING,S W IH NG
ULTIMATE,AH L T AH M AH T
MANUFACTURER,M AE N Y AH F AE K CH ER ER
UNKNOWN,AH N N OW N
WIPE,W AY P
CROP,K R AA P
SURVIVAL,S ER V AY V AH L
LINE,L AY N
DIMENSION,D IH M EH N SH AH N
ROLL,R OW L
SHAPE,SH EY P
DARKNESS,D AA R K N AH S
GUARANTEE,G EH R AH N T IY
HISTORIC,HH IH S T AO R IH K
ROUGH,R AH F
PERSONNEL,P ER S AH N EH L
RACE,R EY S
CONFRONT,K AH N F R AH N T
TERRORIST,T EH R AH R IH S T
ROYAL,R OY AH L
OCCUPY,AA K Y AH P AY
EMPHASIS,EH M F AH S IH S
WET,W EH T
DESTRUCTION,D IH S T R AH K SH AH N
RAW,R AA
INNER,IH N ER
VIOLATE,V AY AH L EY T
CHART,CH AA R T
PACE,P EY S
CHAMPION,CH AE M P IY AH N
SNAP,S N AE P
INITIALLY,IH N IH SH AH L IY
ADVANCED,AH D V AE N S T
UNLIKELY,AH N L AY K L IY
LABEL,L EY B AH L
ACCESS,AE K S EH S
HORRIBLE,HH AO R AH B AH L
BURDEN,B ER D AH N
VIOLATION,V AY AH L EY SH AH N
UNLIKE,AH N L AY K
IDIOT,IH D IY AH T
LIFETIME,L AY F T AY M
WORKING,W ER K IH NG
FUND,F AH N D
REACT,R IY AE K T
ROUTINE,R UW T IY N
PRESENTATION,P R EH Z AH N T EY SH AH N
SUPPLY,S AH P L AY
GEAR,G IH R
PHOTOGRAPH,F OW T AH G R AE F
MEXICAN,M EH K S AH K AH N
STADIUM,S T EY D IY AH M
CLINIC,K L IH N IH K
SPIN,S P IH N
COALITION,K OW AH L IH SH AH N
HOPEFULLY,HH OW P F AH L IY
MIX,M IH K S
MENU,M EH N Y UW
SMOOTH,S M UW DH
ADVERTISING,AE D V ER T AY Z IH NG
INTERPRET,IH N T ER P R AH T
PLANT,P L AE N T
DISMISS,D IH S M IH S
APPARENT,AH P EH R AH N T
ARRANGEMENT,ER EY N JH M AH N T
INCORPORATE,IH N K AO R P ER EY T
SPLIT,S P L IH T
BRILLIANT,B R IH L Y AH N T
FRAMEWORK,F R EY M W ER K
CHASE,CH EY S
SIGH,S AY
ASSURE,AH SH UH R
UTILITY,Y UW T IH L AH T IY
TASTE,T EY S T
AGGRESSIVE,AH G R EH S IH V
COOKIE,K UH K IY
TERROR,T EH R ER
FREE,F R IY
WORTH,W ER TH
WEALTHY,W EH L TH IY
FORUM,F AO R AH M
ALLIANCE,AH L AY AH N S
POSSESS,P AH Z EH S
EMPIRE,EH M P AY ER
CURIOUS,K Y UH R IY AH S
CORN,K AO R N
CALCULATE,K AE L K Y AH L EY T
HURRY,HH ER IY
TESTIMONY,T EH S T IH M OW N IY
STAKE,S T EY K
BITE,B AY T
SUBSTANTIAL,S AH B S T AE N SH AH L
DEPENDING,D IH P EH N D IH NG
GLANCE,G L AE N S
CONCENTRATION,K AA N S AH N T R EY SH AH N
DEVELOPER,D IH V EH L AH P ER
FOUND,F AW N D
BALLOT,B AE L AH T
CONSUME,K AH N S UW M
OVERCOME,OW V ER K AH M
BIOLOGICAL,B AY AH L AA JH IH K AH L
CHAMBER,CH EY M B ER
SIMILARLY,S IH M AH L ER L IY
STICK,S T IH K
DARE,D EH R
DEVELOPING,D IH V EH L AH P IH NG
TIGER,T AY G ER
RATIO,R EY SH IY OW
LOVER,L AH V ER
OCCASIONALLY,AO K EY ZH AH N AH L IY
UNEMPLOYMENT,AH N IH M P L OY M AH N T
PET,P EH T
AWFUL,AO F AH L
LABORATORY,L AE B R AH T AO R IY
ADMINISTRATOR,AH D M IH N IH S T R EY T ER
QUARTERBACK,K W AO R T ER B AE K
ROCKET,R AA K AH T
PREPARATION,P R EH P ER EY SH AH N
RELATIVE,R EH L AH T IH V
CONFIDENT,K AA N F AH D AH N T
STRATEGIC,S T R AH T IY JH IH K
MARINE,M ER IY N
QUOTE,K W OW T
PUBLISHER,P AH B L IH SH ER
HIGHLIGHT,HH AY L AY T
NUT,N AH T
FIGHTER,F AY T ER
RANK,R AE NG K
ELECTRICITY,IH L EH K T R IH S AH T IY
INSTANCE,IH N S T AH N S
FREEZE,F R IY Z
VARIATION,V EH R IY EY SH AH N
ARMED,AA R M D
LAUGHTER,L AE F T ER
WISDOM,W IH Z D AH M
CORRESPONDENT,K AO R AH S P AA N D AH N T
MIXTURE,M IH K S CH ER
MURDER,M ER D ER
ASSISTANT,AH S IH S T AH N T
INDIAN,IH N D IY AH N
TESTIFY,T EH S T IH F AY
INGREDIENT,IH N G R IY D IY AH N T
SINCE,S IH N S
GALAXY,G AE L AH K S IY
QUALIFY,K W AA L AH F AY
SCHEME,S K IY M
SHAME,SH EY M
CONCENTRATE,K AA N S AH N T R EY T
CHEF,SH EH F
REGULARLY,R EH G Y AH L ER L IY
UGLY,AH G L IY
SCREW,S K R UW
LOAD,L OW D
TONGUE,T AH NG
PALESTINIAN,P AE L IH S T IH N IY AH N
FISCAL,F IH S K AH L
CREEK,K R IY K
HIP,HH IH P
ACCOMPANY,AH K AH M P AH N IY
DECLINE,D IH K L AY N
TERRORISM,T EH R AH R IH Z AH M
RESPONDENT,R IH S P AA N D AH N T
NARRATOR,N EH R EY T ER
VOTING,V OW T IH NG
REFUGEE,R EH F Y UW JH IY
ASSEMBLY,AH S EH M B L IY
FRAUD,F R AO D
LIMITATION,L IH M IH T EY SH AH N
HOUSE,HH AW S
PARTNERSHIP,P AA R T N ER SH IH P
STORE,S T AO R
CRASH,K R AE SH
REPRESENTATION,R EH P R AH Z EH N T EY SH AH N
HOLD,HH OW L D
FLAT,F L AE T
WISE,W AY Z
WITNESS,W IH T N AH S
REGISTER,R EH JH IH S T ER
COMEDY,K AA M AH D IY
PURCHASE,P ER CH AH S
TAP,T AE P
INFRASTRUCTURE,IH N F R AH S T R AH K CH ER
ORGANIC,AO R G AE N IH K
FAVOR,F EY V ER
TIGHT,T AY T
PORT,P AO R T
FATE,F EY T
ABSOLUTE,AE B S AH L UW T
DIALOGUE,D AY AH L AO G
PLUS,P L AH S
FREQUENCY,F R IY K W AH N S IY
TRIBE,T R AY B
EXTERNAL,IH K S T ER N AH L
APPOINTMENT,AH P OY N T M AH N T
MOBILE,M OW B AH L
ESTABLISHMENT,IH S T AE B L IH SH M AH N T
WORRIED,W ER IY D
BYE,B AY
SHOPPING,SH AA P IH NG
CELEBRITY,S AH L EH B R IH T IY
CONGRESSMAN,K AA NG G R AH S M AH N
TAXPAYER,T AE K S P EY ER
ADAPT,AH D AE P T
PUBLICLY,P AH B L IH K L IY
PRIDE,P R AY D
CLOTHING,K L OW DH IH NG
RAPIDLY,R AE P AH D L IY
DOMAIN,D OW M EY N
MAINLY,M EY N L IY
CEILING,S IY L IH NG
ALTER,AO L T ER
SHELTER,SH EH L T ER
RANDOM,R AE N D AH M
OBLIGATION,AA B L AH G EY SH AH N
SHOWER,SH AW ER
BEG,B EH G
ASLEEP,AH S L IY P
MUSICIAN,M Y UW Z IH SH AH N
DIRT,D ER T
PC,P IY S IY
BELL,B EH L
SMELL,S M EH L
CEREMONY,S EH R AH M OW N IY
CLUE,K L UW
GUIDELINE,G AY D L AY N
COMFORT,K AH M F ER T
NEAR,N IH R
PREGNANCY,P R EH G N AH N S IY
BORROW,B AA R OW
CONVENTIONAL,K AH N V EH N SH AH N AH L
CUSTOM,K AH S T AH M
CHEEK,CH IY K
TOURNAMENT,T UH R N AH M AH N T
DOUBLE,D AH B AH L
SATELLITE,S AE T AH L AY T
NEARBY,N IH R B AY
COMPREHENSIVE,K AA M P R IY HH EH N S IH V
STABLE,S T EY B AH L
MEDICATION,M EH D AH K EY SH AH N
SCRIPT,S K R IH P T
EFFICIENT,IH F IH SH AH N T
RISK,R IH S K
WELCOME,W EH L K AH M
SCARE,S K EH R
PSYCHOLOGY,S AY K AA L AH JH IY
LOGIC,L AA JH IH K
NEVERTHELESS,N EH V ER DH AH L EH S
DEVIL,D EH V AH L
THIRTY,TH ER D IY
BEAT,B IY T
CHARITY,CH EH R IH T IY
WAVE,W EY V
IDEAL,AY D IY L
FRIENDSHIP,F R EH N D SH IH P
NET,N EH T
MOTIVATION,M OW T AH V EY SH AH N
OBSERVER,AH B Z ER V ER
SURVIVOR,S ER V AY V ER
FENCE,F EH N S
QUIETLY,K W AY AH T L IY
HUMOR,HH Y UW M ER
MAJOR,M EY JH ER
FUNERAL,F Y UW N ER AH L
SPOKESMAN,S P OW K S M AH N
EXTENSION,IH K S T EH N SH AH N
LOOSE,L UW S
SINK,S IH NG K
HISTORIAN,HH IH S T AO R IY AH N
BALANCE,B AE L AH N S
CHEMICAL,K EH M IH K AH L
SINGER,S IH NG ER
DRUNK,D R AH NG K
SWIM,S W IH M
ONION,AH N Y AH N
SPECIALIST,S P EH SH AH L IH S T
MISSING,M IH S IH NG
PAN,P AE N
DISTRIBUTE,D IH S T R IH B Y UW T
SILLY,S IH L IY
DECK,D EH K
SHORTLY,SH AO R T L IY
FLOW,F L OW
PERMISSION,P ER M IH SH AH N
EVERYDAY,EH V R IY D EY
LIFESTYLE,L AY F S T AY L
SWEEP,S W IY P
NAKED,N EY K AH D
SUFFICIENT,S AH F IH SH AH N T
LION,L AY AH N
CAPABILITY,K EY P AH B IH L AH T IY
PRACTICE,P R AE K T IH S
EMISSION,IH M IH SH AH N
SIDEBAR,S AY D B AA R
CRAP,K R AE P
DEALER,D IY L ER
MEASUREMENT,M EH ZH ER M AH N T
VITAL,V AY T AH L
IMPRESSIVE,IH M P R EH S IH V
BAKE,B EY K
FANTASTIC,F AE N T AE S T IH K
ADVISER,AE D V AY Z ER
YIELD,Y IY L D
MERE,M IH R
IMAGINATION,IH M AE JH AH N EY SH AH N
RADICAL,R AE D IH K AH L
TRAGEDY,T R AE JH AH D IY
SCARY,S K EH R IY
CONSULTANT,K AH N S AH L T AH N T
CORRECT,K ER EH K T
LIEUTENANT,L UW T EH N AH N T
ATTRACTIVE,AH T R AE K T IH V
ACRE,EY K ER
DRAWING,D R AO IH NG
DEFEAT,D IH F IY T
NEWLY,N UW L IY
SCANDAL,S K AE N D AH L
AMBASSADOR,AE M B AE S AH D ER
OOH,UW
SPOT,S P AA T
ROUND,R AW N D
BENCH,B EH N CH
GUIDE,G AY D
COUNTER,K AW N T ER
CHEMICAL,K EH M IH K AH L
ODDS,AA D Z
RAT,R AE T
HORROR,HH AO R ER
APPEAL,AH P IY L
VULNERABLE,V AH L N ER AH B AH L
PREVENTION,P R IY V EH N SH AH N
SQUARE,S K W EH R
BAN,B AE N
TAIL,T EY L
CONSTITUTE,K AA N S T AH T UW T
BADLY,B AE D L IY
BLESS,B L EH S
LITERARY,L IH T ER EH R IY
MAGIC,M AE JH IH K
IMPLEMENTATION,IH M P L AH M EH N T EY SH AH N
LEGITIMATE,L AH JH IH T AH M AH T
SLIGHT,S L AY T
CRASH,K R AE SH
STRIP,S T R IH P
DISTANT,D IH S T AH N T
FEEDBACK,F IY D B AE K
CRIMINAL,K R IH M AH N AH L
ITALIAN,IH T AE L Y AH N
DETAILED,D IH T EY L D
BUYER,B AY ER
WRONG,R AO NG
PROFESSION,P R AH F EH SH AH N
INCREDIBLY,IH N K R EH D AH B L IY
KILLING,K IH L IH NG
SUE,S UW
PHOTOGRAPHER,F AH T AA G R AH F ER
RUNNING,R AH N IH NG
ENGAGEMENT,EH N G EY JH M AH N T
DIFFER,D IH F ER
PAINT,P EY N T
PITCH,P IH CH
EXTENSIVE,IH K S T EH N S IH V
SALAD,S AE L AH D
STAIR,S T EH R
GRACE,G R EY S
DIVORCE,D IH V AO R S
VESSEL,V EH S AH L
PIG,P IH G
ASSIGNMENT,AH S AY N M AH N T
DISTINCTION,D IH S T IH NG K SH AH N
FIT,F IH T
CIRCUIT,S ER K AH T
ACID,AE S AH D
CANADIAN,K AH N EY D IY AH N
FLEE,F L IY
EFFICIENCY,IH F IH SH AH N S IY
MEMORIAL,M AH M AO R IY AH L
PROPOSED,P R AH P OW Z D
BLUE,B L UW
PUNISHMENT,P AH N IH SH M AH N T
PAUSE,P AO Z
PILL,P IH L
RUB,R AH B
ROMANTIC,R OW M AE N T IH K
MYTH,M IH TH
LATIN,L AE T AH N
DECENT,D IY S AH N T
ASSISTANT,AH S IH S T AH N T
CRAFT,K R AE F T
POETRY,P OW AH T R IY
TERRORIST,T EH R AH R IH S T
THREAD,TH R EH D
WOODEN,W UH D AH N
CONFUSE,K AH N F Y UW Z
PRIVILEGE,P R IH V IH L IH JH
COAL,K OW L
FOOL,F UW L
COW,K AW
CHARACTERIZE,K EH R IH K T ER AY Z
PIE,P AY
LEGACY,L EH G AH S IY
STRESS,S T R EH S
FRANKLY,F R AE NG K L IY
MATTER,M AE T ER
CANCEL,K AE N S AH L
DERIVE,D ER AY V
DUMB,D AH M
SCOPE,S K OW P
FORMATION,F AO R M EY SH AH N
HENCE,HH EH N S
WISH,W IH SH
MARGIN,M AA R JH AH N
EXHIBITION,EH K S AH B IH SH AH N
LEGISLATURE,L EH JH AH S L EY CH ER
FURTHERMORE,F ER DH ER M AO R
PORTRAIT,P AO R T R AH T
CATHOLIC,K AE TH L IH K
SUSTAIN,S AH S T EY N
UNIFORM,Y UW N AH F AO R M
PAINFUL,P EY N F AH L
LOUD,L AW D
MIRACLE,M IH R AH K AH L
HARM,HH AA R M
ZERO,Z IY R OW
TACTIC,T AE K T IH K
MASK,M AE S K
INFLATION,IH N F L EY SH AH N
HUNTING,HH AH N T IH NG
FINAL,F AY N AH L
FLESH,F L EH SH
TEMPORARY,T EH M P ER EH R IY
FELLOW,F EH L OW
NERVE,N ER V
LUNG,L AH NG
STEADY,S T EH D IY
HEADLINE,HH EH D L AY N
SUDDEN,S AH D AH N
SUCCESSFULLY,S AH K S EH S F AH L IY
DEFENDANT,D IH F EH N D AH N T
POLE,P OW L
ENTRANCE,EH N T R AH N S
AIRCRAFT,EH R K R AE F T
RELATIVE,R EH L AH T IH V
REPEATEDLY,R IH P IY T IH D L IY
HAPPINESS,HH AE P IY N AH S
CORRELATION,K AO R AH L EY SH AH N
PROPORTION,P R AH P AO R SH AH N
DISPUTE,D IH S P Y UW T
CANDY,K AE N D IY
COUNSELOR,K AW N S AH L ER
PILE,P AY L
EXPLOSION,IH K S P L OW ZH AH N
APPOINT,AH P OY N T
COUCH,K AW CH
COGNITIVE,K AA G N IH T IH V
FURNITURE,F ER N IH CH ER
GRATEFUL,G R EY T F AH L
MAGIC,M AE JH IH K
SUIT,S UW T
COMMISSIONER,K AH M IH SH AH N ER
SHELF,SH EH L F
PHYSICS,F IH Z IH K S
GARAGE,G ER AA ZH
FLAVOR,F L EY V ER
SQUEEZE,S K W IY Z
PROMINENT,P R AA M AH N AH N T
FIFTY,F IH F T IY
FADE,F EY D
OVEN,AH V AH N
DISCRIMINATION,D IH S K R IH M AH N EY SH AH N
ALLEGATION,AE L AH G EY SH AH N
BOOM,B UW M
WEEKLY,W IY K L IY
LATELY,L EY T L IY
RESTRICTION,R IY S T R IH K SH AH N
DIAMOND,D AY M AH N D
CRACK,K R AE K
CONVICTION,K AH N V IH K SH AH N
HEEL,HH IY L
FAKE,F EY K
FAME,F EY M
SHINE,SH AY N
SWING,S W IH NG
PLAYOFF,P L EY AO F
ACTRESS,AE K T R AH S
CHEAT,CH IY T
FORMAT,F AO R M AE T
CONTROVERSY,K AA N T R AH V ER S IY
AUTO,AO T OW
GRANT,G R AE N T
RIP,R IH P
RANK,R AE NG K
SHADE,SH EY D
REGULATE,R EH G Y AH L EY T
METER,M IY T ER
OLYMPIC,OW L IH M P IH K
PIPE,P AY P
PATIENT,P EY SH AH N T
CELEBRATION,S EH L AH B R EY SH AH N
HANDFUL,HH AE N D F UH L
COPYRIGHT,K AA P IY R AY T
DEPENDENT,D IH P EH N D AH N T
SIGNATURE,S IH G N AH CH ER
BISHOP,B IH SH AH P
STRENGTHEN,S T R EH NG TH AH N
SOUP,S UW P
WHOEVER,HH UW EH V ER
ANNIVERSARY,AE N AH V ER S ER IY
PIZZA,P IY T S AH
ETHICS,EH TH IH K S
LEGEND,L EH JH AH N D
EAGLE,IY G AH L
SCHOLARSHIP,S K AA L ER SH IH P
CRACK,K R AE K
MEMBERSHIP,M EH M B ER SH IH P
STANDING,S T AE N D IH NG
POSSESSION,P AH Z EH SH AH N
TREATY,T R IY T IY
PARTLY,P AA R T L IY
CONSCIOUSNESS,K AA N SH AH S N AH S
MANUFACTURING,M AE N Y AH F AE K CH ER IH NG
ANNOUNCEMENT,AH N AW N S M EH N T
TIRE,T AY ER
NO,N OW
MAKEUP,M EY K AH P
POP,P AA P
PREDICTION,P R IY D IH K SH AH N
STABILITY,S T AH B IH L IH T IY
TRACE,T R EY S
NORM,N AO R M
IRISH,AY R IH SH
GENIUS,JH IY N Y AH S
GENTLY,JH EH N T L IY
OPERATOR,AA P ER EY T ER
MALL,M AO L
RUMOR,R UW M ER
POET,P OW AH T
TENDENCY,T EH N D AH N S IY
SUBSEQUENT,S AH B S AH K W AH N T
ALIEN,EY L IY AH N
EXPLODE,IH K S P L OW D
COOL,K UW L
CONTROVERSIAL,K AA N T R AH V ER SH AH L
COURAGE,K ER IH JH
EXCEED,IH K S IY D
TIGHT,T AY T
PRINCIPAL,P R IH N S AH P AH L
VACCINE,V AE K S IY N
IDENTIFICATION,AY D EH N T AH F AH K EY SH AH N
BULL,B UH L
LENS,L EH N Z
TWELVE,T W EH L V
MAINSTREAM,M EY N S T R IY M
PRESIDENCY,P R EH Z IH D AH N S IY
INTEGRITY,IH N T EH G R AH T IY
DISTINCT,D IH S T IH NG K T
INTELLIGENT,IH N T EH L AH JH AH N T
SECONDARY,S EH K AH N D EH R IY
BIAS,B AY AH S
HYPOTHESIS,HH AY P AA TH AH S AH S
NOMINATION,N AA M AH N EY SH AH N
DELAY,D IH L EY
ADJUSTMENT,AH JH AH S T M AH N T
SANCTION,S AE NG K SH AH N
RENDER,R EH N D ER
SHOP,SH AA P
MUTUAL,M Y UW CH UW AH L
HIGH,HH AY
EXAMINATION,IH G Z AE M AH N EY SH AH N
MEANINGFUL,M IY N IH NG F AH L
COMMUNIST,K AA M Y AH N AH S T
SUPERIOR,S UW P IH R IY ER
CURRENCY,K ER AH N S IY
COLLECTIVE,K AH L EH K T IH V
TIP,T IH P
FLAME,F L EY M
GUITAR,G IH T AA R
PALESTINIAN,P AE L IH S T IH N IY AH N
FLOAT,F L OW T
COMMERCE,K AA M ER S
INVENT,IH N V EH N T
PLAIN,P L EY N
RESPECTIVELY,R IH S P EH K T IH V L IY
ACROSS,AH K R AO S
GLOVE,G L AH V
TILL,T IH L
EDIT,EH D AH T
JAZZ,JH AE Z
INFANT,IH N F AH N T
SUMMARY,S AH M ER IY
SERVER,S ER V ER
LEATHER,L EH DH ER
RADIATION,R EY D IY EY SH AH N
PROMPT,P R AA M P T
FUNCTION,F AH NG K SH AH N
COMPOSITION,K AA M P AH Z IH SH AH N
ASSERT,AH S ER T
CASE,K EY S
DISCOURSE,D IH S K AO R S
LOUD,L AW D
DUMP,D AH M P
NET,N EH T
WILDLIFE,W AY L D L AY F
SOCCER,S AA K ER
MANDATE,M AE N D EY T
MONITOR,M AA N AH T ER
DOWNTOWN,D AW N T AW N
NIGHTMARE,N AY T M EH R
HOMELESS,HH OW M L AH S
GLOBE,G L OW B
UNCOMFORTABLE,AH N K AH M F ER T AH B AH L
EXECUTE,EH K S AH K Y UW T
FEEL,F IY L
TRAP,T R AE P
GESTURE,JH EH S CH ER
PALE,P EY L
TENT,T EH N T
HORIZON,HH ER AY Z AH N
DIAGNOSIS,D AY AH G N OW S AH S
CONSIDERABLE,K AH N S IH D ER AH B AH L
